date,trip_id,n_vehicles,points_kept,points_total,kept_span_sec,union_span_sec,span_ratio,overlap_sec,overlap_frac_of_kept,line_id,hour
2026-03-23,1497253_U_28,2,170,293,2538.0,4173.0,0.608195542774982,196.0,0.07722616233254531,OC3,12
2026-03-23,1496808_U_93,2,393,510,5930.0,7191.0,0.8246419135029899,480.0,0.08094435075885328,36,13
2026-03-23,1431265_U_126,2,286,306,4279.0,4969.0,0.8611390621855504,0.0,0.0,49.2,12
2026-03-23,1429985_U_81,2,122,222,1818.0,5329.0,0.34115218615124787,0.0,0.0,49.1,12
2026-03-23,1496811_U_22,2,363,527,6080.0,8062.0,0.7541552964524931,466.0,0.07664473684210527,44,13
2026-03-23,1497252_U_71,2,564,664,8739.0,10120.0,0.8635375494071146,108.0,0.012358393408856848,OC2,13
2026-03-23,1493653_U_176,3,320,547,5192.0,36538.0,0.14209863703541517,0.0,0.0,33,12
2026-03-23,1497253_U_34,2,195,271,2912.0,4263.0,0.6830870279146142,0.0,0.0,OC3,13
2026-03-23,1439975_U_66,2,285,460,5509.0,7551.0,0.7295722420871408,570.0,0.10346705391178072,31,13
2026-03-23,1439975_U_79,2,428,474,7192.0,10225.0,0.7033740831295844,0.0,0.0,31,13
2026-03-23,1496805_U_67,2,129,221,1922.0,3393.0,0.5664603595638078,0.0,0.0,34A,13
2026-03-23,1429985_U_90,2,182,271,4339.0,5780.0,0.7506920415224914,0.0,0.0,49.1,13
2026-03-23,1497253_U_17,2,764,804,11620.0,11801.0,0.9846623167528176,406.0,0.03493975903614458,OC3,13
2026-03-23,1497252_U_49,2,112,212,1666.0,3167.0,0.5260498894853174,0.0,0.0,OC2,13
2026-03-23,1496811_U_30,2,253,474,3902.0,8137.0,0.4795379132358363,0.0,0.0,44,14
2026-03-23,1429985_U_95,2,123,187,1951.0,5646.0,0.34555437477860435,0.0,0.0,49.1,14
2026-03-23,1496808_U_38,2,277,456,4219.0,8180.0,0.5157701711491443,0.0,0.0,36,14
2026-03-23,1493653_U_14,2,198,272,3078.0,5270.0,0.5840607210626186,0.0,0.0,33,14
2026-03-23,1496811_U_38,3,361,554,5824.0,8617.0,0.6758732737611698,30.0,0.005151098901098901,44,14
2026-03-23,1493653_U_89,2,331,459,5090.0,7012.0,0.7258984597832288,0.0,0.0,33,14
2026-03-23,1497255_U_109,2,305,371,6202.0,6532.0,0.9494794856093081,646.0,0.10415994840374072,53,13
2026-03-23,1496811_U_15,2,301,405,5059.0,6502.0,0.7780682866810212,104.0,0.020557422415497136,44,14
2026-03-23,1481779_U_81,2,223,277,3346.0,20433.0,0.16375471051730045,0.0,0.0,67,18
2026-03-23,1496812_U_81,2,261,375,3979.0,5736.0,0.6936889818688982,0.0,0.0,45,14
2026-03-23,1497251_U_26,2,202,347,3094.0,5315.0,0.5821260583254939,0.0,0.0,OC1,14
2026-03-23,1493653_U_99,2,183,335,3197.0,5570.0,0.573967684021544,0.0,0.0,33,14
2026-03-23,1496812_U_16,2,263,345,4009.0,5285.0,0.7585619678334911,0.0,0.0,45,14
2026-03-23,1493653_U_182,2,163,170,2552.0,26286.0,0.09708590124020391,0.0,0.0,33,14
2026-03-23,1495854_U_38,2,211,274,3634.0,6381.0,0.5695032126625921,0.0,0.0,40,14
2026-03-23,1497255_U_82,2,201,218,3318.0,4234.0,0.783656117146906,0.0,0.0,53,14
2026-03-23,1496808_U_45,2,316,400,4746.0,6817.0,0.6962006747836291,0.0,0.0,36,15
2026-03-23,1496811_U_7,2,389,555,6996.0,6996.0,1.0,2491.0,0.3560606060606061,44,14
2026-03-23,1493653_U_137,2,262,353,4790.0,6503.0,0.7365831154851606,13.0,0.0027139874739039666,33,15
2026-03-23,1496808_U_94,2,472,541,7356.0,8437.0,0.8718738888230414,15.0,0.0020391517128874386,36,14
2026-03-23,1496805_U_75,2,354,686,5390.0,19140.0,0.28160919540229884,0.0,0.0,34A,14
2026-03-23,1496808_U_59,2,475,486,7133.0,7328.0,0.9733897379912664,0.0,0.0,36,14
2026-03-23,1493653_U_49,2,300,326,4971.0,5391.0,0.9220923761825265,0.0,0.0,33,15
2026-03-23,1497255_U_51,2,273,351,4367.0,5540.0,0.7882671480144404,0.0,0.0,53,15
2026-03-23,1493653_U_183,2,377,391,6081.0,23584.0,0.2578443012211669,0.0,0.0,33,15
2026-03-23,1497255_U_61,2,107,147,1590.0,2550.0,0.6235294117647059,0.0,0.0,53,15
2026-03-23,1497255_U_92,2,361,403,6141.0,7042.0,0.8720533939221812,15.0,0.002442598925256473,53,15
2026-03-23,1429985_U_100,2,271,275,4068.0,5945.0,0.6842724978973928,0.0,0.0,49.1,15
2026-03-23,1497255_U_133,2,310,322,4652.0,4833.0,0.9625491413200911,0.0,0.0,53,15
2026-03-23,1493653_U_90,2,259,376,3918.0,6289.0,0.6229925266338051,0.0,0.0,33,16
2026-03-23,1497255_U_83,2,110,128,1652.0,5869.0,0.2814789572329187,0.0,0.0,53,15
2026-03-23,1493653_U_15,2,228,340,3429.0,5469.0,0.6269884805266045,0.0,0.0,33,16
2026-03-23,1496812_U_124,2,298,345,4788.0,6740.0,0.7103857566765579,0.0,0.0,45,16
2026-03-23,1431265_U_146,2,223,260,3333.0,3903.0,0.8539584934665642,0.0,0.0,49.2,16
2026-03-23,1431265_U_99,2,187,215,2792.0,3198.0,0.8730456535334584,15.0,0.0053724928366762174,49.2,16
2026-03-23,1496805_U_74,2,392,435,6607.0,9100.0,0.726043956043956,0.0,0.0,34A,16
2026-03-23,1429985_U_80,2,312,464,4668.0,16138.0,0.2892551741231875,0.0,0.0,49.1,19
2026-03-23,1496812_U_63,2,336,402,5374.0,6321.0,0.8501819332384116,30.0,0.005582433941198363,45,16
2026-03-23,1493653_U_75,2,260,306,3888.0,6350.0,0.6122834645669292,0.0,0.0,33,16
2026-03-23,1495854_U_39,2,392,482,5871.0,7311.0,0.8030365203118588,0.0,0.0,40,16
2026-03-23,1495854_U_33,2,308,400,5210.0,7641.0,0.6818479256641801,0.0,0.0,40,16
2026-03-23,1439975_U_52,2,402,450,7537.0,8437.0,0.8933270119710798,0.0,0.0,31,16
2026-03-23,1348037_U_43,2,98,126,1533.0,2418.0,0.6339950372208437,0.0,0.0,15,16
2026-03-23,1493653_U_184,2,476,482,7671.0,18180.0,0.42194719471947195,0.0,0.0,33,16
2026-03-23,1497255_U_62,2,272,319,4242.0,5764.0,0.7359472588480223,10.0,0.0023573785950023575,53,17
2026-03-23,1493653_U_83,2,340,468,5118.0,7163.0,0.7145050956303225,0.0,0.0,33,17
2026-03-23,1493653_U_8,3,389,510,6077.0,8151.0,0.7455526929211139,0.0,0.0,33,17
2026-03-23,1497255_U_93,3,327,403,5375.0,6636.0,0.8099758890898131,0.0,0.0,53,17
2026-03-23,1496808_U_95,2,402,485,6828.0,8871.0,0.7696990192762936,0.0,0.0,36,17
2026-03-23,1497252_U_66,2,289,381,4323.0,9893.0,0.43697563934094813,0.0,0.0,OC2,16
2026-03-23,1496808_U_60,2,325,448,4936.0,8916.0,0.5536114849708389,0.0,0.0,36,18
2026-03-23,1493653_U_16,2,533,556,7998.0,9668.0,0.8272652047993381,0.0,0.0,33,17
2026-03-23,1497255_U_10,3,393,459,5902.0,6802.0,0.8676859747133197,0.0,0.0,53,17
2026-03-23,1493653_U_24,2,383,477,5778.0,7371.0,0.7838827838827839,0.0,0.0,33,17
2026-03-23,1497255_U_73,2,413,449,6606.0,7143.0,0.9248215035699286,0.0,0.0,53,17
2026-03-23,1493653_U_91,2,68,76,1006.0,1006.0,1.0,105.0,0.10437375745526839,33,17
2026-03-23,1496812_U_125,2,329,359,5054.0,5597.0,0.9029837412899768,0.0,0.0,45,18
2026-03-23,1493653_U_194,2,471,479,7127.0,7250.0,0.9830344827586207,0.0,0.0,33,17
2026-03-23,1497251_U_54,2,334,645,4999.0,9680.0,0.5164256198347107,0.0,0.0,OC1,17
2026-03-23,1496812_U_64,2,341,417,5114.0,6858.0,0.7456984543598717,71.0,0.013883457176378568,45,18
2026-03-23,1497251_U_21,2,287,573,4308.0,8598.0,0.5010467550593162,0.0,0.0,OC1,18
2026-03-23,1493653_U_59,2,229,422,3422.0,6527.0,0.5242837444461468,0.0,0.0,33,17
2026-03-23,1481779_U_129,2,303,535,5179.0,18132.0,0.2856276196779175,0.0,0.0,67,21
2026-03-23,1493653_U_132,2,323,501,4846.0,7518.0,0.644586326150572,0.0,0.0,33,18
2026-03-23,1495854_U_34,2,406,420,6467.0,6467.0,1.0,194.0,0.02999845368795423,40,18
2026-03-23,1495854_U_40,2,360,427,5699.0,7379.0,0.772326873560103,0.0,0.0,40,18
2026-03-23,1493653_U_101,2,176,265,3634.0,4878.0,0.7449774497744978,77.0,0.021188772702256466,33,18
2026-03-23,1497252_U_74,2,474,514,7297.0,18854.0,0.3870266256497295,0.0,0.0,OC2,21
2026-03-23,1497255_U_11,3,217,390,3274.0,6756.0,0.4846062759029011,0.0,0.0,53,19
2026-03-23,1493653_U_43,2,237,244,3814.0,4007.0,0.9518342899925131,0.0,0.0,33,18
2026-03-23,1497251_U_62,2,428,451,6949.0,7266.0,0.9563721442334159,14.0,0.0020146783709886315,OC1,18
2026-03-23,1497251_U_8,2,437,444,6560.0,6695.0,0.9798356982823002,0.0,0.0,OC1,18
2026-03-23,1497255_U_63,2,166,289,2476.0,5087.0,0.4867308826420287,0.0,0.0,53,19
2026-03-23,1493653_U_25,2,314,348,4699.0,6618.0,0.7100332426715019,0.0,0.0,33,19
2026-03-23,1493653_U_92,2,355,425,5659.0,7099.0,0.7971545288068742,405.0,0.07156741473758614,33,19
2026-03-23,1497255_U_74,3,235,391,3528.0,6364.0,0.5543683218101823,0.0,0.0,53,19
2026-03-23,1495855_U_8,2,256,420,3827.0,6286.0,0.6088132357620109,0.0,0.0,37,19
2026-03-23,1497252_U_2,2,608,720,9397.0,11693.0,0.8036432053365261,0.0,0.0,OC2,19
2026-03-23,1495855_U_42,2,246,315,3692.0,5284.0,0.6987130961392884,0.0,0.0,37,19
2026-03-23,1496808_U_61,2,336,419,5029.0,7311.0,0.6878675967719874,0.0,0.0,36,19
2026-03-23,1497255_U_85,2,235,272,3903.0,4054.0,0.9627528367044894,391.0,0.10017934921854983,53,19
2026-03-23,1497253_U_39,2,541,589,8107.0,8692.0,0.9326967326277036,120.0,0.014802022943135562,OC3,19
2026-03-23,1497252_U_57,2,350,392,5614.0,9472.0,0.5926942567567568,0.0,0.0,OC2,20
2026-03-23,1495854_U_35,2,186,305,4623.0,6439.0,0.717968628669048,0.0,0.0,40,19
2026-03-23,1495854_U_41,2,290,366,4549.0,6620.0,0.6871601208459215,15.0,0.003297428006155199,40,19
2026-03-23,1497256_U_49,2,54,96,800.0,1547.0,0.5171299288946348,0.0,0.0,39A,20
2026-03-23,1497255_U_75,2,136,264,2087.0,4893.0,0.4265276926221132,0.0,0.0,53,21
2026-03-23,1497255_U_86,2,236,317,3604.0,5688.0,0.6336146272855133,0.0,0.0,53,21
2026-03-23,1497255_U_64,2,139,247,2071.0,4053.0,0.5109795213422157,15.0,0.007242877836793819,53,21
2026-03-23,1493653_U_179,2,139,243,2072.0,3678.0,0.5633496465470365,0.0,0.0,33,20
2026-03-24,1431265_U_166,2,254,296,3798.0,77843.0,0.04879051424020143,0.0,0.0,49.2,20
2026-03-24,1359254_U_76,2,338,380,5060.0,86386.0,0.05857430602180909,0.0,0.0,62,22
2026-03-24,1429985_U_127,2,158,217,2358.0,86386.0,0.027296089644155305,0.0,0.0,49.1,0
2026-03-24,1431265_U_173,2,232,370,3467.0,86055.0,0.04028818778688048,0.0,0.0,49.2,22
2026-03-24,1359254_U_80,2,228,311,3919.0,86386.0,0.04536614729238534,0.0,0.0,62,0
2026-03-24,1477764_U_94,2,238,280,3558.0,86386.0,0.04118722941217327,0.0,0.0,61,23
2026-03-24,1481779_U_12,2,198,216,4159.0,86386.0,0.048144375245988934,0.0,0.0,67,0
2026-03-24,1481779_U_130,2,364,406,5929.0,78353.0,0.07567036361083813,0.0,0.0,67,20
2026-03-24,T75279,71,5476,105360,85605.0,86386.0,0.9909591832009816,63187.0,0.7381227732024999,30,0
2026-03-24,T75280,37,4199,83342,63263.0,86386.0,0.7323293126201005,57678.0,0.9117177497115218,47,5
2026-03-24,1429985_U_121,2,188,230,2808.0,86386.0,0.03250526705716204,0.0,0.0,49.1,23
2026-03-24,1493653_U_96,2,339,551,5210.0,61852.0,0.08423333117764988,0.0,0.0,33,6
2026-03-24,1496811_U_70,2,180,190,3649.0,86386.0,0.0422406408445813,0.0,0.0,44,0
2026-03-24,1496812_U_155,2,216,230,3228.0,86386.0,0.03736716597596833,0.0,0.0,45,23
2026-03-24,1496808_U_79,2,228,291,3409.0,86386.0,0.039462412890977704,0.0,0.0,36,0
2026-03-24,1496808_U_97,2,234,276,3498.0,86386.0,0.04049267242377237,0.0,0.0,36,23
2026-03-24,1497251_U_75,2,248,335,4309.0,86386.0,0.04988076771699118,0.0,0.0,OC1,0
2026-03-24,1497255_U_123,2,115,157,1712.0,86386.0,0.019818026069038965,0.0,0.0,53,23
2026-03-24,1497251_U_64,2,292,334,4369.0,86386.0,0.050575324705392076,0.0,0.0,OC1,22
2026-03-24,1497256_U_95,2,379,421,5676.0,86386.0,0.06570509110272497,0.0,0.0,39A,22
2026-03-24,1497253_U_40,2,355,397,5315.0,86386.0,0.06152617322251291,0.0,0.0,OC3,22
2026-03-24,1497253_U_100,2,236,246,3528.0,86386.0,0.04083995091797282,0.0,0.0,OC3,23
2026-03-24,1497252_U_39,2,324,366,4850.0,86386.0,0.05614335656240595,0.0,0.0,OC2,22
2026-03-24,1481779_U_38,2,138,168,2057.0,86386.0,0.02381172875234413,0.0,0.0,67,23
2026-03-24,1496811_U_62,2,130,246,1936.0,85754.0,0.022576206357720924,0.0,0.0,44,0
2026-03-24,1493653_U_106,2,322,592,4909.0,29683.0,0.16538085773001382,0.0,0.0,33,6
2026-03-24,1493653_U_10,4,389,789,6291.0,57183.0,0.11001521431194586,0.0,0.0,33,4
2026-03-24,1493653_U_17,3,380,720,5928.0,51780.0,0.11448435689455388,0.0,0.0,33,17
2026-03-24,1390072_U_1,2,244,294,4070.0,4340.0,0.9377880184331797,465.0,0.11425061425061425,26A,5
2026-03-24,1493653_U_26,2,144,250,2145.0,55532.0,0.03862637758409566,0.0,0.0,33,20
2026-03-24,1493653_U_44,3,314,678,5777.0,51689.0,0.11176459207955271,945.0,0.16357971265362645,33,18
2026-03-24,1497253_U_31,2,621,649,9312.0,45025.0,0.20681843420322044,0.0,0.0,OC3,5
2026-03-24,1493653_U_60,3,313,677,4730.0,52320.0,0.09040519877675841,0.0,0.0,33,5
2026-03-24,1493653_U_76,2,208,320,3106.0,50607.0,0.0613749086094809,0.0,0.0,33,19
2026-03-24,1493653_U_68,2,184,212,2747.0,53759.0,0.051098420729552264,0.0,0.0,33,20
2026-03-24,1493653_U_84,2,208,318,3106.0,52318.0,0.05936771283305937,0.0,0.0,33,19
2026-03-24,1493653_U_95,2,112,217,1665.0,60889.0,0.027344840611604724,0.0,0.0,33,6
2026-03-24,T75281,8,2573,11090,39433.0,60799.0,0.6485797463774076,20761.0,0.5264879669312504,47B,8
2026-03-24,1497253_U_58,2,667,713,10014.0,47636.0,0.2102191619783357,0.0,0.0,OC3,6
2026-03-24,1497256_U_60,2,480,679,7192.0,9894.0,0.7269051950677178,282.0,0.03921023359288098,39A,6
2026-03-24,1497255_U_16,2,342,358,6260.0,18751.0,0.333848861394059,0.0,0.0,53,9
2026-03-24,1493653_U_110,2,173,285,2645.0,41767.0,0.06332750736227165,0.0,0.0,33,17
2026-03-24,1493653_U_105,2,149,258,2221.0,63097.0,0.035199771779957846,0.0,0.0,33,6
2026-03-24,1493653_U_138,3,319,647,5449.0,43791.0,0.12443196090520883,0.0,0.0,33,6
2026-03-24,1493653_U_117,2,162,282,2416.0,48985.0,0.049321220781872004,0.0,0.0,33,19
2026-03-24,1497256_U_14,2,432,597,6471.0,9266.0,0.6983595942154112,0.0,0.0,39A,6
2026-03-24,1497253_U_8,2,717,721,10764.0,48415.0,0.22232779097387173,0.0,0.0,OC3,6
2026-03-24,1431265_U_46,2,322,560,4820.0,34784.0,0.13856945722171113,0.0,0.0,49.2,14
2026-03-24,1431265_U_67,2,304,468,4549.0,27518.0,0.16530997892288685,0.0,0.0,49.2,6
2026-03-24,1493653_U_160,2,218,384,3254.0,43250.0,0.07523699421965319,0.0,0.0,33,17
2026-03-24,1493653_U_155,2,158,302,2353.0,41631.0,0.05652038144651822,0.0,0.0,33,17
2026-03-24,1497256_U_74,2,697,701,10464.0,10705.0,0.9774871555347968,0.0,0.0,39A,6
2026-03-24,1497256_U_2,2,613,625,9204.0,10016.0,0.9189297124600639,0.0,0.0,39A,6
2026-03-24,1493653_U_126,2,372,388,6141.0,54540.0,0.11259625962596259,0.0,0.0,33,6
2026-03-24,1359254_U_5,2,359,561,5837.0,10283.0,0.5676359039190898,0.0,0.0,62,8
2026-03-24,1477769_U_46,2,272,282,4218.0,51267.0,0.08227514775586635,0.0,0.0,41BC,20
2026-03-24,1497256_U_38,2,629,693,9445.0,10403.0,0.9079111794674614,0.0,0.0,39A,7
2026-03-24,T75282,6,1758,5187,27939.0,50847.0,0.5494719452475072,11065.0,0.39604137585454025,47A,13
2026-03-24,1497252_U_22,2,663,725,10074.0,11065.0,0.9104383190239493,0.0,0.0,OC2,7
2026-03-24,1493653_U_177,2,162,304,2416.0,53668.0,0.045017515092792726,0.0,0.0,33,21
2026-03-24,1359254_U_8,2,513,785,7701.0,34545.0,0.22292661745549283,0.0,0.0,62,7
2026-03-24,1497253_U_20,2,683,757,10255.0,10854.0,0.9448129721761562,497.0,0.048464163822525594,OC3,7
2026-03-24,1493653_U_12,2,305,379,4574.0,5655.0,0.808841732979664,15.0,0.003279405334499344,33,8
2026-03-24,1493653_U_170,3,405,419,6230.0,52589.0,0.11846583886364069,0.0,0.0,33,7
2026-03-24,1497255_U_131,2,345,355,6230.0,6230.0,1.0,136.0,0.021829855537720707,53,7
2026-03-24,1493653_U_187,2,172,268,2564.0,40909.0,0.06267569483487741,0.0,0.0,33,18
2026-03-24,1496812_U_22,2,431,459,6530.0,6952.0,0.9392980437284235,0.0,0.0,45,7
2026-03-24,1493653_U_70,2,196,284,2925.0,7609.0,0.3844131949007754,0.0,0.0,33,7
2026-03-24,1496812_U_134,3,365,413,5835.0,6526.0,0.8941158443150475,0.0,0.0,45,7
2026-03-24,1431265_U_76,2,313,413,4684.0,27980.0,0.16740528949249464,0.0,0.0,49.2,14
2026-03-24,1497255_U_114,2,225,331,3674.0,4877.0,0.7533319663727701,375.0,0.10206859009254218,53,8
2026-03-24,1497255_U_125,2,171,305,2773.0,6225.0,0.44546184738955824,0.0,0.0,53,8
2026-03-24,1497252_U_76,2,663,869,10128.0,10128.0,1.0,3077.0,0.3038112164296998,OC2,8
2026-03-24,1497255_U_96,2,152,283,2536.0,4726.0,0.5366060093101989,0.0,0.0,53,9
2026-03-24,1496805_U_53,2,361,521,6256.0,8990.0,0.6958843159065629,0.0,0.0,34A,8
2026-03-24,1359254_U_29,2,489,789,7341.0,34273.0,0.21419192950719226,0.0,0.0,62,8
2026-03-24,1493653_U_127,2,409,479,6137.0,49432.0,0.12415034795274316,0.0,0.0,33,8
2026-03-24,1497252_U_69,2,275,293,4127.0,4337.0,0.9515794327876412,45.0,0.01090380421613763,OC2,8
2026-03-24,1496805_U_61,2,324,486,4848.0,7821.0,0.6198695818948984,0.0,0.0,34A,8
2026-03-24,1497252_U_53,2,262,484,4489.0,7071.0,0.634846556356951,735.0,0.16373357095121407,OC2,10
2026-03-24,1497256_U_61,2,428,634,6413.0,8905.0,0.720157215047726,586.0,0.09137689069078435,39A,9
2026-03-24,1497256_U_15,2,438,590,6560.0,9442.0,0.6947680576149121,0.0,0.0,39A,9
2026-03-24,1496808_U_28,2,286,464,4278.0,6380.0,0.6705329153605015,555.0,0.1297335203366059,36,9
2026-03-24,1493653_U_171,3,288,378,4310.0,47634.0,0.09048158878112272,0.0,0.0,33,9
2026-03-24,1496812_U_23,2,352,482,5509.0,7461.0,0.7383728722691328,0.0,0.0,45,9
2026-03-24,1496812_U_135,2,348,448,5209.0,6711.0,0.7761883474891969,0.0,0.0,45,9
2026-03-24,1497252_U_60,2,172,254,2567.0,3798.0,0.6758820431806214,0.0,0.0,OC2,9
2026-03-24,1497255_U_97,2,160,202,2536.0,3438.0,0.7376381617219313,0.0,0.0,53,9
2026-03-24,1497255_U_115,2,216,362,3976.0,6410.0,0.6202808112324493,254.0,0.06388329979879276,53,10
2026-03-24,1497252_U_23,3,527,805,7912.0,11967.0,0.6611514999582184,135.0,0.017062689585439838,OC2,10
2026-03-24,1497251_U_18,2,495,663,7431.0,10012.0,0.7422093487814623,0.0,0.0,OC1,10
2026-03-24,1497252_U_70,2,609,625,9381.0,9595.0,0.9776967170401251,11.0,0.0011725828802899478,OC2,10
2026-03-24,1497251_U_59,2,497,597,7462.0,8995.0,0.8295719844357977,0.0,0.0,OC1,10
2026-03-24,1497251_U_12,3,553,625,9562.0,10763.0,0.888414010963486,15.0,0.001568709475005229,OC1,10
2026-03-24,1493653_U_129,2,246,399,3677.0,9383.0,0.3918789299797506,0.0,0.0,33,10
2026-03-24,1493653_U_172,3,194,388,2898.0,45563.0,0.0636042402826855,0.0,0.0,33,22
2026-03-24,1497253_U_92,2,210,252,3138.0,12236.0,0.2564563582870219,0.0,0.0,OC3,10
2026-03-24,1496812_U_5,2,361,449,5540.0,6860.0,0.8075801749271136,0.0,0.0,45,10
2026-03-24,1493653_U_114,2,105,163,1576.0,2477.0,0.6362535324989907,0.0,0.0,33,11
2026-03-24,1359254_U_52,2,259,315,3889.0,4220.0,0.921563981042654,496.0,0.12753921316533814,62,11
2026-03-24,1493653_U_164,2,154,284,2296.0,7433.0,0.308892775460783,0.0,0.0,33,10
2026-03-24,1496812_U_14,2,272,278,4077.0,4166.0,0.9786365818530965,0.0,0.0,45,10
2026-03-24,1496805_U_54,2,314,388,5481.0,6951.0,0.7885196374622356,0.0,0.0,34A,11
2026-03-24,1497252_U_77,2,649,681,9864.0,11455.0,0.8611086861632475,0.0,0.0,OC2,11
2026-03-24,1493653_U_173,3,194,294,2899.0,42712.0,0.06787319722794531,0.0,0.0,33,22
2026-03-24,1496805_U_62,2,525,567,8782.0,9593.0,0.9154591889919733,0.0,0.0,34A,11
2026-03-24,1493653_U_57,2,60,76,887.0,5900.0,0.15033898305084745,0.0,0.0,33,12
2026-03-24,1497251_U_33,2,479,596,7492.0,9428.0,0.7946542214679677,166.0,0.02215696743192739,OC1,11
2026-03-24,1493653_U_142,3,247,375,3709.0,6050.0,0.6130578512396694,16.0,0.004313831221353465,33,11
2026-03-24,1497253_U_66,2,573,739,8873.0,11214.0,0.791243088995898,166.0,0.01870844133889327,OC3,11
2026-03-24,1493653_U_73,2,436,495,8571.0,8571.0,1.0,886.0,0.10337183525842959,33,11
2026-03-24,1493653_U_49,3,239,395,3678.0,7161.0,0.5136154168412232,0.0,0.0,33,11
2026-03-24,1493653_U_32,2,189,313,4820.0,6650.0,0.724812030075188,16.0,0.0033195020746887966,33,11
2026-03-24,1477766_U_6,2,284,298,4521.0,12238.0,0.36942310835103775,0.0,0.0,42T,11
2026-03-24,1493653_U_81,2,300,472,4582.0,7252.0,0.6318257032542747,0.0,0.0,33,11
2026-03-24,1431265_U_65,2,97,164,1457.0,2449.0,0.5949367088607594,0.0,0.0,49.2,11
2026-03-24,1497252_U_54,2,290,517,4339.0,11605.0,0.37389056441189145,0.0,0.0,OC2,13
2026-03-24,1497252_U_64,2,131,259,1966.0,4039.0,0.4867541470661055,0.0,0.0,OC2,11
2026-03-24,1497255_U_59,2,308,454,4909.0,7191.0,0.6826588791544986,0.0,0.0,53,11
2026-03-24,1497255_U_70,2,256,382,4460.0,7792.0,0.5723819301848049,16.0,0.003587443946188341,53,11
2026-03-24,1497253_U_4,2,498,749,7462.0,11456.0,0.6513617318435754,0.0,0.0,OC3,13
2026-03-24,1359254_U_58,2,547,581,8206.0,11059.0,0.742020074147753,0.0,0.0,62,12
2026-03-24,1497255_U_81,2,216,342,3829.0,5810.0,0.6590361445783133,0.0,0.0,53,12
2026-03-24,1497255_U_7,2,240,407,3588.0,5945.0,0.6035323801513878,135.0,0.03762541806020067,53,12
2026-03-24,1497253_U_10,3,464,720,6951.0,12176.0,0.570877135348226,0.0,0.0,OC3,13
2026-03-24,1431265_U_116,2,172,202,4189.0,4700.0,0.8912765957446809,0.0,0.0,49.2,12
2026-03-24,1496812_U_129,2,361,415,5855.0,5855.0,1.0,796.0,0.1359521776259607,45,12
2026-03-24,1496812_U_69,2,132,162,2387.0,2717.0,0.8785425101214575,105.0,0.04398826979472141,45,12
2026-03-24,1497255_U_99,3,232,412,3468.0,6591.0,0.5261720527992717,195.0,0.056228373702422146,53,13
2026-03-24,1439975_U_58,2,308,316,6170.0,6290.0,0.9809220985691574,0.0,0.0,31,12
2026-03-24,1497252_U_6,2,316,577,4729.0,8617.0,0.5487988859231752,15.0,0.0031719179530556143,OC2,12
2026-03-24,1497255_U_117,3,341,351,5735.0,5735.0,1.0,75.0,0.013077593722755012,53,12
2026-03-24,1497253_U_28,2,276,286,4157.0,4157.0,1.0,135.0,0.032475342795285064,OC3,12
2026-03-24,1431265_U_121,3,245,423,3663.0,19562.0,0.18725079235252018,556.0,0.15178815178815178,49.2,12
2026-03-24,1497252_U_78,2,303,345,4534.0,4909.0,0.9236096964758607,239.0,0.052712836347595944,OC2,12
2026-03-24,1497255_U_108,2,251,405,3753.0,5975.0,0.6281171548117155,76.0,0.020250466293631763,53,13
2026-03-24,1349260_U_17,2,230,346,4820.0,8513.0,0.5661928814753906,0.0,0.0,24,13
2026-03-24,1496808_U_93,3,370,546,5554.0,9338.0,0.5947740415506533,0.0,0.0,36,13
2026-03-24,1497251_U_5,2,150,293,2266.0,4203.0,0.5391387104449203,195.0,0.08605472197705208,OC1,12
2026-03-24,1431265_U_127,3,260,466,3888.0,20702.0,0.18780794126171385,0.0,0.0,49.2,13
2026-03-24,1493653_U_165,2,39,53,569.0,4804.0,0.11844296419650291,0.0,0.0,33,14
2026-03-24,1497251_U_19,2,501,559,7507.0,8678.0,0.8650610739801797,0.0,0.0,OC1,13
2026-03-24,1497253_U_88,2,505,685,8094.0,10796.0,0.7497221193034457,0.0,0.0,OC3,13
2026-03-24,1431265_U_132,2,264,489,3945.0,20911.0,0.18865668786762949,0.0,0.0,49.2,17
2026-03-24,1474792_U_17,2,146,160,2176.0,2176.0,1.0,195.0,0.0896139705882353,26,13
2026-03-24,1496808_U_14,2,64,124,947.0,1577.0,0.6005072923272036,256.0,0.2703273495248152,36,13
2026-03-24,1497251_U_13,2,548,558,8212.0,8332.0,0.9855976956313011,15.0,0.001826595226497808,OC1,13
2026-03-24,1439975_U_75,2,393,407,6859.0,7792.0,0.8802618069815195,0.0,0.0,31,13
2026-03-24,1431265_U_137,2,313,337,4685.0,16499.0,0.28395660343051093,0.0,0.0,49.2,13
2026-03-24,1496808_U_23,2,121,205,1803.0,2943.0,0.6126401630988787,105.0,0.05823627287853577,36,13
2026-03-24,1496808_U_66,2,89,150,1711.0,2102.0,0.8139866793529972,511.0,0.29865575686732904,36,13
2026-03-24,1497253_U_44,2,305,361,4564.0,5404.0,0.844559585492228,0.0,0.0,OC3,13
2026-03-24,1497256_U_17,2,222,262,3318.0,3828.0,0.8667711598746082,75.0,0.022603978300180832,39A,13
2026-03-24,1496808_U_30,2,197,239,2943.0,8077.0,0.3643679584003962,0.0,0.0,36,14
2026-03-24,1496812_U_7,2,231,317,5030.0,6471.0,0.7773141709163962,0.0,0.0,45,13
